ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 14:37:52.153922
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 14:38:25.129579
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 14:41:06.652364
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 14:41:38.303102
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:42:09.024657
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 14:42:41.782647
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 14:43:13.639292
ERROR:root:;0.08;PRETO;False;True;3;2021-10-26 14:43:45.204775
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 14:53:16.402622
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 14:53:47.149056
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 14:54:20.155044
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 14:54:50.094409
ERROR:root:;0.08;PRETO;False;False;3;2021-10-26 14:55:23.705204
ERROR:root:;0.18;PRETO;False;True;4;2021-10-26 15:06:29.421828
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 15:07:00.431415
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 15:07:33.998496
ERROR:root:;0.08;PRETO;False;False;3;2021-10-26 15:08:05.769244
ERROR:root:;0.18;PRETO;False;False;4;2021-10-26 15:09:09.833057
ERROR:root:;0.36;PRETO;False;True;5;2021-10-26 15:09:41.568643
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 15:10:12.543196
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 15:10:45.360548
ERROR:root:;0.04;PRETO;False;True;2;2021-10-26 15:11:16.938651
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 15:13:56.370186
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 15:15:01.759856
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 15:15:32.578518
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 15:16:06.209817
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 15:23:32.638317
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 15:24:03.266130
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 15:24:36.279120
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 15:29:53.352912
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 15:30:25.143560
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 15:39:57.967572
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 15:40:30.251543
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 15:45:50.072478
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 15:46:21.993629
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 15:46:52.762504
ERROR:root:;0.04;PRETO;False;True;2;2021-10-26 15:47:25.150600
